# 1: Bin number
# 2: r
# 3: g(r)
110	2.21	3.92931
111	2.23	4.46607
112	2.25	4.6995
113	2.27	4.73824
114	2.29	5.04481
115	2.31	5.23479
116	2.33	5.66674
117	2.35	6.21521
118	2.37	7.12983
119	2.39	7.61954
120	2.41	8.28561
121	2.43	9.07333
122	2.45	8.75589
123	2.47	9.36184
124	2.49	9.47727
125	2.51	9.5482
126	2.53	9.19622
127	2.55	9.08134
128	2.57	9.06976
129	2.59	8.67578
130	2.61	8.195
131	2.63	7.75185
132	2.65	7.00692
133	2.67	6.38262
134	2.69	6.09534
135	2.71	5.41618
136	2.73	5.19748
137	2.75	4.8937
138	2.77	4.82329
139	2.79	4.69021
140	2.81	4.67377
141	2.83	4.61314
142	2.85	4.72801
143	2.87	4.93779
144	2.89	5.06656
145	2.91	5.20363
146	2.93	5.03585
147	2.95	5.03477
148	2.97	4.861
149	2.99	4.52146
150	3.01	4.11007
151	3.03	4.05599
152	3.05	3.67405
153	3.07	3.60425
154	3.09	3.70599
155	3.11	3.7381
156	3.13	3.90932
157	3.15	4.23323
158	3.17	4.2007
159	3.19	4.57364
160	3.21	4.66025
161	3.23	4.78028
162	3.25	5.0192
163	3.27	4.8334
164	3.29	4.92289
165	3.31	5.19225
166	3.33	4.97427
167	3.35	5.09125
168	3.37	4.92837
169	3.39	4.76715
170	3.41	4.61652
171	3.43	4.51684
172	3.45	4.45238
173	3.47	4.45479
174	3.49	4.13558
175	3.51	4.06662
176	3.53	3.95386
177	3.55	3.73931
178	3.57	3.70243
179	3.59	3.64191
180	3.61	3.5282
181	3.63	3.39623
182	3.65	3.33568
183	3.67	3.32879
184	3.69	3.26222
185	3.71	3.18329
186	3.73	3.09688
187	3.75	3.06098
188	3.77	3.06227
189	3.79	3.1648
190	3.81	3.10442
191	3.83	3.15296
192	3.85	3.24527
193	3.87	3.17846
194	3.89	3.35632
195	3.91	3.21723
196	3.93	3.19266
197	3.95	3.1524
198	3.97	3.22241
199	3.99	3.14835
200	4.01	3.1701
201	4.03	3.17203
202	4.05	3.20296
203	4.07	3.24695
204	4.09	3.21154
205	4.11	3.21856
206	4.13	3.23628
207	4.15	3.11935
208	4.17	3.25349
209	4.19	3.22369
210	4.21	3.22602
211	4.23	3.18628
212	4.25	3.06532
213	4.27	3.04124
214	4.29	2.91003
215	4.31	2.88309
216	4.33	2.82432
217	4.35	2.80281
218	4.37	2.67149
219	4.39	2.6364
220	4.41	2.6286
221	4.43	2.51794
222	4.45	2.55212
223	4.47	2.53142
224	4.49	2.50685
225	4.51	2.48671
226	4.53	2.53378
227	4.55	2.47737
228	4.57	2.39294
229	4.59	2.37016
230	4.61	2.34866
231	4.63	2.35851
232	4.65	2.34597
233	4.67	2.34787
234	4.69	2.40832
235	4.71	2.37572
236	4.73	2.32776
237	4.75	2.33956
238	4.77	2.3886
239	4.79	2.41496
240	4.81	2.38052
241	4.83	2.41795
242	4.85	2.42017
243	4.87	2.42491
244	4.89	2.43123
245	4.91	2.31649
246	4.93	2.29431
247	4.95	2.32338
248	4.97	2.24741
249	4.99	2.25618
250	5.01	2.23572
251	5.03	2.21304
252	5.05	2.17024
253	5.07	2.20741
254	5.09	2.17483
255	5.11	2.24792
256	5.13	2.09359
257	5.15	2.12367
258	5.17	2.07222
259	5.19	2.05937
260	5.21	2.02136
261	5.23	1.98538
262	5.25	1.99445
263	5.27	1.98159
264	5.29	1.91159
265	5.31	1.89353
266	5.33	1.92916
267	5.35	1.86023
268	5.37	1.80742
269	5.39	1.87714
270	5.41	1.88462
271	5.43	1.89406
272	5.45	1.8935
273	5.47	1.82889
274	5.49	1.84184
275	5.51	1.78873
276	5.53	1.78126
277	5.55	1.86778
278	5.57	1.81078
279	5.59	1.78452
280	5.61	1.82209
281	5.63	1.83215
282	5.65	1.77225
283	5.67	1.79344
284	5.69	1.79693
285	5.71	1.84501
286	5.73	1.70663
287	5.75	1.77977
288	5.77	1.76057
289	5.79	1.75278
290	5.81	1.79438
291	5.83	1.72085
292	5.85	1.70302
293	5.87	1.69627
294	5.89	1.67577
295	5.91	1.64656
296	5.93	1.59286
297	5.95	1.6833
298	5.97	1.59203
299	5.99	1.56285
300	6.01	1.52711
301	6.03	1.61202
302	6.05	1.54963
303	6.07	1.62361
304	6.09	1.55404
305	6.11	1.53552
306	6.13	1.50059
307	6.15	1.5112
308	6.17	1.45604
309	6.19	1.51564
310	6.21	1.52424
311	6.23	1.46621
312	6.25	1.47815
313	6.27	1.46874
314	6.29	1.46888
315	6.31	1.45697
316	6.33	1.45765
317	6.35	1.45726
318	6.37	1.44966
319	6.39	1.51146
320	6.41	1.45898
321	6.43	1.49422
322	6.45	1.40191
323	6.47	1.38033
324	6.49	1.42768
325	6.51	1.42089
326	6.53	1.4244
327	6.55	1.39194
328	6.57	1.40229
329	6.59	1.38228
330	6.61	1.38251
331	6.63	1.3756
332	6.65	1.34851
333	6.67	1.33903
334	6.69	1.33011
335	6.71	1.39107
336	6.73	1.31434
337	6.75	1.29149
338	6.77	1.32883
339	6.79	1.29754
340	6.81	1.25671
341	6.83	1.25561
342	6.85	1.27535
343	6.87	1.27676
344	6.89	1.28996
345	6.91	1.23848
346	6.93	1.20793
347	6.95	1.26089
348	6.97	1.25195
349	6.99	1.22946
350	7.01	1.24914
351	7.03	1.25594
352	7.05	1.22663
353	7.07	1.21137
354	7.09	1.24471
355	7.11	1.2229
356	7.13	1.1882
357	7.15	1.21455
358	7.17	1.21142
359	7.19	1.20067
360	7.21	1.19842
361	7.23	1.19857
362	7.25	1.19196
363	7.27	1.15903
364	7.29	1.16952
365	7.31	1.20325
366	7.33	1.14168
367	7.35	1.15474
368	7.37	1.19907
369	7.39	1.14609
370	7.41	1.13195
371	7.43	1.14132
372	7.45	1.14458
373	7.47	1.1295
374	7.49	1.13609
375	7.51	1.10865
376	7.53	1.12516
377	7.55	1.08196
378	7.57	1.09332
379	7.59	1.09985
380	7.61	1.10774
381	7.63	1.07012
382	7.65	1.09974
383	7.67	1.08304
384	7.69	1.05911
385	7.71	1.07078
386	7.73	1.08093
387	7.75	1.10689
388	7.77	1.09258
389	7.79	1.07874
390	7.81	1.0507
391	7.83	1.05892
392	7.85	1.0863
393	7.87	1.04953
394	7.89	1.07398
395	7.91	1.07521
396	7.93	1.06747
397	7.95	1.05914
398	7.97	1.04073
399	7.99	1.02835
400	8.01	1.04236
401	8.03	1.0304
402	8.05	1.03107
403	8.07	1.05249
404	8.09	1.02885
405	8.11	1.00257
406	8.13	0.996703
407	8.15	1.02409
408	8.17	1.02065
409	8.19	1.00108
410	8.21	1.00208
411	8.23	0.993833
412	8.25	1.00492
413	8.27	0.99459
414	8.29	0.99858
415	8.31	0.990765
416	8.33	1.00761
417	8.35	0.974429
418	8.37	0.977503
419	8.39	0.977875
420	8.41	0.982353
421	8.43	1.0149
422	8.45	0.972783
423	8.47	0.971096
424	8.49	0.946312
425	8.51	0.966874
426	8.53	0.978079
427	8.55	0.965252
428	8.57	0.957351
429	8.59	0.979132
430	8.61	0.986101
431	8.63	0.951352
432	8.65	0.958641
433	8.67	0.943424
434	8.69	0.944599
435	8.71	0.975934
436	8.73	0.959997
437	8.75	0.951807
438	8.77	0.910395
439	8.79	0.923498
440	8.81	0.957123
441	8.83	0.922892
442	8.85	0.935469
443	8.87	0.924641
444	8.89	0.919695
445	8.91	0.938906
446	8.93	0.909647
447	8.95	0.927674
448	8.97	0.926128
449	8.99	0.93901
450	9.01	0.892283
451	9.03	0.884506
452	9.05	0.885938
453	9.07	0.876975
454	9.09	0.902593
455	9.11	0.904905
456	9.13	0.922919
457	9.15	0.926596
458	9.17	0.884933
459	9.19	0.875417
460	9.21	0.899839
461	9.23	0.913291
462	9.25	0.900345
463	9.27	0.891135
464	9.29	0.881273
465	9.31	0.877971
466	9.33	0.863211
467	9.35	0.889998
468	9.37	0.870793
469	9.39	0.899429
470	9.41	0.865051
471	9.43	0.879643
472	9.45	0.849818
473	9.47	0.894277
474	9.49	0.858386
475	9.51	0.847875
476	9.53	0.84157
477	9.55	0.836222
478	9.57	0.867958
479	9.59	0.841257
480	9.61	0.858945
481	9.63	0.850892
482	9.65	0.82971
483	9.67	0.840973
484	9.69	0.835732
485	9.71	0.840019
486	9.73	0.828655
487	9.75	0.836644
488	9.77	0.822974
489	9.79	0.831125
490	9.81	0.834228
491	9.83	0.817481
492	9.85	0.815667
493	9.87	0.815142
494	9.89	0.816743
495	9.91	0.838671
496	9.93	0.820309
497	9.95	0.827106
498	9.97	0.781911
499	9.99	0.793174
